-135.5299	-89.9655	-73.1836
-121.5415	-124.5568	-62.8008
-95.1614	-161.1687	-45.2394
-53.8564	-188.3924	-20.811
-11.8634	-196.7857	-3.3194
33.757	-194.1688	11.008
81.4995	-173.0836	37.2944
110.7153	-142.4645	55.7684
131.7907	-101.227	69.4137
